Condition,Error,Method,InputType,K,DupRate,LossRate,ILS
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.391304347826087,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.3478260869565217,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.0,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.391304347826087,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.0,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.3478260869565217,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.4347826086956521,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.391304347826087,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.1,70
n25-k1000-dup0.2-loss0.5-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.3478260869565217,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss0.5-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,0.5,70
n25-k1000-dup0.2-loss1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.2608695652173913,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.3043478260869565,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.3478260869565217,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1304347826086956,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0434782608695652,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.1739130434782608,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.217391304347826,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0869565217391304,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
n25-k1000-dup0.2-loss1-ils70,0.0,DupLoss2,Input: Est. (500bp),1000,0.2,1.0,70
